Datum,Naziv,Prejemnik,Darovalec,Tip darila,Način izročitve,Vrednost,Način določitve vrednosti,Razlog za izročitev,gift_owner,date_str,recipient_org,recipient,donor,gift_type,delivery_type,Description,value_determination_method,occasion,Date,donor_geo,Countries_donors,Year,Month,Year_Month,Countries_donors_2
2022-01-12,VRHOVNO DRŽAVNO TOŽILSTVO REPUBLIKE SLOVENIJE,Uradna oseba,GENERALNI TOŽILEC RUSKE FEDERACIJE IGOR KRASNOV,protokolarno,neposredno,690,PRIMERJAVA VREDNOSTI NA SPLETNI STRANI,SLUŽBENI OBISK,public sector entity (employer),2022-01-12,supreme state prosecutor's office republic slovenia,official person,general prosecutor russian federation igor krasnov,protocol,directly,longines wristwatch engraving russian prosecutor general's office,website value comparison,official visit,2022-01-12,[],[],2022,1,2022-01,[]
2020-09-21,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,nj. eksc. predsednik vlade republike poljske gospod Mateusz Morawiecki,priložnostno,posredno,655,osebna nestrokovna ocena,"delovni obisk mzz logarja na malti, 05.02.2021",public sector entity (employer),2020-09-21,cabinet president government republic slovenia,functionary,"exc. prime minister republic poland, mr. mateusz morawiecki",occasional,indirectly,"mountain sleeping bag, mountain vest, mountain gloves, book quarks, elephants & pierogi: poland 100 words",personal non-professional assessment,"working visit mzz camp malta, 05.02.2021",2020-09-21,[],[],2020,9,2020-09,[]
2022-04-07,DRŽAVNA REVIZIJSKA KOMISIJA ZA REVIZIJO POSTOPKOV ODDDAJE JAVNIH NAROČIL,Uradna oseba,Agencija za management,priložnostno,neposredno,624,tržna vrednost,novoletni prazniki,recipient,2022-04-07,state audit commission audit public procurement procedures,official person,management agency,occasional,directly,free services - listener public procurement days conference,market value,new year holidays,2022-04-07,[],[],2022,4,2022-04,[]
2015-03-24,"Eko sklad, Slovenski okoljski javni sklad",državni organ/lokalna skupnost/nosilec javnih pooblastil,daikin Hrvatska d.o.o.,priložnostno,posredno,624,primerjava vrednosti na spletni strani,božično - novoletni prazniki,public sector entity (employer),2015-03-24,"eco fund, slovenian environmental public fund",state body/local community/holder public authority,daikin hrvatska d.o.o.,occasional,indirectly,flight ticket professional meeting technological innovation field heat pumps,price comparison website,christmas - new year holidays,2015-03-24,[],[],2015,3,2015-03,[]
2015-05-13,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK TURKMENISTANA GURBANGULY BERDIMUHAMMEDOW,protokolarno,neposredno,600,PRIMERJAVA VREDNOSTI NA SPLETNI STRANI,BOŽIČNO - NOVOLETNI PRAZNIKI,public sector entity (employer),2015-05-13,office president republic slovenia,functionary,president turkmenistan gurbanguly berdimuhammedow,protocol,directly,carpet size 3.6x1.98 meters,website value comparison,christmas - new year holidays,2015-05-13,[],[],2015,5,2015-05,[]
2016-04-28,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"veleposlanik kitajske, ye hao",protokolarno,neposredno,600,LAIČNA,VLJUDNOSTNO SREČANJE,public sector entity (employer),2016-04-28,ministry foreign affairs,functionary,"ambassador china, ye hao",protocol,directly,mobile phone,lay,courtesy meeting,2016-04-28,['china'],['china'],2016,4,2016-04,['china']
2019-09-15,OBČINA LENDAVA - LENDVA KÖZSEG,funkcionar,"Mesna zajednica ""Bukovac"" i akud milica stojadinović srpkinja iz bukovca",priložnostno,neposredno,600,na podlagi pregleda spletnih ponudb in objavljenih cen,ob ameriškem prazniku,recipient,2019-09-15,lendava municipality - lendva közseg,functionary,"mesna zajednica ""bukovac"" also militia stojadinović, serbian woman bukovac",occasional,directly,picture petrovaraždin fortress,based review online offers published prices,american holiday,2019-09-15,[],[],2019,9,2019-09,[]
2020-09-21,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,predsednik mednarodnega olimpijskega komiteja gospod thomas bach,protokolarno,posredno,600,OSEBNA NESTROKOVNA OCENA,POGOVOR PRI SVETOVALKI PRS,public sector entity (employer),2020-09-21,cabinet president government republic slovenia,functionary,president international olympic committee mr. thomas bach,protocol,indirectly,fountain pen,personal non-professional assessment,conversation prs counselor,2020-09-21,[],[],2020,9,2020-09,[]
2015-05-05,"REPUBLIKA SLOVENIJA, MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",funkcionar,MINISTRSTVO ZA ZVEZE IN MNOŽIČNE KOMUNIKACIJE RUSKE FEDERACIJE,protokolarno,neposredno,599,NA PODLAGI RAČUNA,NOVOLETNO DARILO,official,2015-05-05,"republic slovenia, ministry labor, family, social affairs equal opportunities",functionary,ministry relations mass communications russian federation,protocol,directly,smart mobile phone yota devices yota phone 2 (imei 356431060431290),account basis,new year's gift,2015-05-05,[],[],2015,5,2015-05,[]
2014-03-14,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,gimnazija franca miklošiča ljutomer,protokolarno,posredno,550,tržna vrednost,novoletni prazniki,official,2014-03-14,office president republic slovenia,functionary,franca miklošič ljutomer high school,protocol,indirectly,bronze statue franco miklošič certificate,market value,new year holidays,2014-03-14,[],[],2014,3,2014-03,[]
2014-03-31,MESTNA OBČINA LJUBLJANA,funkcionar,"SIEMENS D.O.O., Bratislavska 5, 1000 Ljubljana",protokolarno,neposredno,550,cena na trgu,Obdaritev ob zaključku leta,organization official holds position,2014-03-31,municipality ljubljana,functionary,"siemens d.o.o., bratislavska 5, 1000 ljubljana",protocol,directly,"invitation expert visit center urban sustainability crystal london, gift registered accordance kpk opinion no. 06288-1/2013-4 03002 (recepted 18.04.2013)",market price,endowment end year,2014-03-31,[],[],2014,3,2014-03,[]
2020-07-03,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,Uradna oseba,"JANOS ADER, PREDSEDNIK MADŽARSKE",protokolarno,neposredno,550,PREVERJENA CENA NA TRGU,NOVOLETNO DARILO,local community,2020-07-03,office president republic slovenia,official person,"janos ader, president hungary",protocol,directly,bike - blue white special,price checked market,new year's gift,2020-07-03,['hungary'],['hungary'],2020,7,2020-07,['hungary']
2021-05-18,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,Uradna oseba,GUVERNER BANKE SLOVENIJE MAG. BOŠTJAN VASLE,protokolarno,neposredno,531,osebna nestrokovna ocena,"udeležba predsednika vrhovnega sodišča madžarske na 100-letnici vrhovnega sodišča RS, ljubljana",organization official holds position,2021-05-18,office president republic slovenia,official person,governor bank slovenia mag. bostjan vasla,protocol,directly,bank slovenia coin 30 years - gold coin,personal non-professional assessment,"participation president supreme court hungary 100th anniversary supreme court republic slovenia, ljubljana",2021-05-18,[],[],2021,5,2021-05,[]
2014-03-31,OBČINA ŠENTJUR,državni organ/lokalna skupnost/nosilec javnih pooblastil,občina požega (SRB),protokolarno,neposredno,510,osebna nestrokovna ocena,DRŽAVNIŠKI OBISK PRS V KRALJEVINI NORVEŠKI,country,2014-03-31,municipality šentjur,state body/local community/holder public authority,požega municipality (srb),protocol,directly,"monograph ""monasteries""",personal non-professional assessment,prs state visit kingdom norway,2014-03-31,[],[],2014,3,2014-03,[]
2014-03-12,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,veleposlanik republike azerbajdžan gospod GAlib israfilov,protokolarno,neposredno,500,osebna nestrokovna ocena,"uradni obisk MZZ dr. Cerarja v Združenih arabskih emiratih, 30.10.2019",country,2014-03-12,office president republic slovenia,functionary,"ambassador republic azerbaijan, mr. galib israfilov",protocol,directly,baku carpet,personal non-professional assessment,"official visit mfa dr. cerar united arab emirates, 30/10/2019",2014-03-12,[],[],2014,3,2014-03,[]
2014-03-12,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,minister za izredne razmere azerbajdžana gospod kamaladdin heydarov,protokolarno,neposredno,500,osebna nestrokovna ocena,"uradni obisk MZZ dr. Cerarja v Združenih arabskih emiratih, 30.10.2019",country,2014-03-12,office president republic slovenia,functionary,"minister emergency situations azerbaijan, mr. kamaladdin heydarov",protocol,directly,silk carpet,personal non-professional assessment,"official visit mfa dr. cerar united arab emirates, 30/10/2019",2014-03-12,['azerbaijan'],['azerbaijan'],2014,3,2014-03,['azerbaijan']
2015-03-23,OBČINA ŠKOFJA LOKA,državni organ/lokalna skupnost/nosilec javnih pooblastil,"občina freising, Obere hauptstrasse 2, freising",protokolarno,neposredno,500,osebna nestrokovna ocena,"uradni obisk MZZ dr. Cerarja v Združenih Arabskih Emiratih, 30.10.2019",country,2015-03-23,municipality bishop loka,state body/local community/holder public authority,"municipality freising, obere hauptstrasse 2, freising",protocol,directly,old musical instrument-bells,personal non-professional assessment,"official visit mfa dr. cerar united arab emirates, 30/10/2019",2015-03-23,[],[],2015,3,2015-03,[]
2019-06-07,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK FINSKE sauli niniisto,protokolarno,neposredno,500,"NESTROKOVNA OCENA, PREGLED VREDNOSTI PODOBNIH IZDELKOV NA INTERNETU, OCENA GLEDE NA PODOBNA PREJETA DARILA V PRETEKLIH LETIH",Obisk politično-gospodarske in znanstveno-raziskovalne delegacije iz regije krasnojarsk in republike hakasije iz Rusije v Novem mestu v okviru sodelovanja s centrom biotehnike in turizma - grm novo mesto,local community,2019-06-07,office president republic slovenia,functionary,president finland sauli niniisto,protocol,directly,suunito sports watch,"non-professional assessment, review value similar products internet, assessment according similar gifts received previous years",visit political-economic scientific-research delegation krasnoyarsk region republic khakassia russia novo mesto framework cooperation center biotechnology tourism - grm novo mesto,2019-06-07,['finland'],['finland'],2019,6,2019-06,['finland']
2021-08-25,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Uradna oseba,MINISTER ZA ZUNANJE ZADEVE MALTE BARTOLO,protokolarno,neposredno,500,CENA NAVEDENA NA KNJIGI,DARILO JE BILO DANO OB PODPISU ANEKSA ZA UPRAVLJANJE NRŠZ ZA NADALJNJIH 10 LET,organization official holds position,2021-08-25,state assembly republic slovenia,official person,minister foreign affairs malta bartolo,protocol,directly,picture (filigran) boat,price indicated book,gift given signing annex management nršz following 10 years,2021-08-25,[],[],2021,8,2021-08,[]
2022-09-22,POKRAJINSKI ARHIV V NOVI GORICI,Uradna oseba,"POKRAJINSKI ARHIV KOPER, ZGODOVINSKI ARHIV LJUBLJANA, ZGODOVINSKI ARHIV CELJE, ZGODOVINSKI ARHIV NA PTUJU, POKRAJINSKI ARHIV MARIBOR, ARHIV REPUBLIKE SLOVENIJE",protokolarno,neposredno,500,osebna nestrokovna ocena,uradni obisk prs v kraljevini norveški,country,2022-09-22,provincial archive novi goriza,official person,"koper provincial archive, ljubljana historical archive, celje historical archive, ptuj historical archive, maribor provincial archive, archive republic slovenia",protocol,directly,"artwork janka kastelica, mixed media, title: bouquet",personal non-professional assessment,official visit breast kingdom norway,2022-09-22,['archive republic'],['archive republic'],2022,9,2022-09,['archive republic']
2015-04-10,Ministrstvo za gospodarski razvoj in tehnologijo,državni organ/lokalna skupnost/nosilec javnih pooblastil,veleposlaništvo kitajske v RS,protokolarno,neposredno,499,izkustveno,70-letnica svz hrastovec,organization official holds position,2015-04-10,ministry economic development technology,state body/local community/holder public authority,embassy china rs,protocol,directly,mobile phone,experientially,70-year anniversary svz hrastovec,2015-04-10,['china'],['china'],2015,4,2015-04,['china']
2015-05-27,MINISTRSTVO ZA NOTRANJE ZADEVE,funkcionar,"ye hao, veleposlanik lr kitajske",protokolarno,neposredno,499,izkustveno,70-letnica svz hrastovec,organization official holds position,2015-05-27,ministry interior affairs,functionary,"ye hao, ambassador lr china",protocol,directly,huawei ascend mate7 mobile phone,experientially,70-year anniversary svz hrastovec,2015-05-27,['china'],['china'],2015,5,2015-05,['china']
2015-04-15,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",funkcionar,veleposlanik lr kitajske v sloveniji g.ye hao,protokolarno,neposredno,464,ZNESEK NAVEDEN NA KNJIGI,Pozdravno srečanje DS Božiča v času njihovega obiska v Republiki Sloveniji,country,2015-04-15,"ministry agriculture, forestry food",functionary,"ambassador china slovenia, mr. ye hao",protocol,directly,huawei mt7-tl10 mobile phone,amount indicated book,welcoming meeting ds božič visit republic slovenia,2015-04-15,['china'],['china'],2015,4,2015-04,['china']
2014-03-03,MESTNA OBČINA VELENJE,državni organ/lokalna skupnost/nosilec javnih pooblastil,"goran j. horvat, nizka 43, rečica ob savinji",priložnostno,neposredno,450,osebna nestrokovna ocena,uradni obisk predsednika državnega sveta v republiki poljski,official,2014-03-03,municipality velenje,state body/local community/holder public authority,"goran j. crovat, low 43, rivulet next savinja",occasional,directly,picture improviser,personal non-professional assessment,official visit president state council republic poland,2014-03-03,[],[],2014,3,2014-03,[]
2014-03-14,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,monaški princ albert,priložnostno,neposredno,450,spletna stran,podpis dokumentov ob začetku projekta,organization official holds position,2014-03-14,office president republic slovenia,functionary,prince albert monaco,occasional,directly,cartier cufflinks,web page,signing documents start project,2014-03-14,[],[],2014,3,2014-03,[]
2014-03-25,MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR,funkcionar,"fawaz a, al farah, predsednik dgca, kuvajt",protokolarno,neposredno,450,spletna stran,podpis dokumentov ob začetku projekta,organization official holds position,2014-03-25,ministry infrastructure spatial planning,functionary,"fawaz a, al farah, dgca president, kuwait",protocol,directly,ship model wooden case,web page,signing documents start project,2014-03-25,['kuwait'],['kuwait'],2014,3,2014-03,['kuwait']
2015-01-14,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,ORGANIZATOR ROKOMETNEGA PRVENSTVA V KATARJU 2015,protokolarno,neposredno,450,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika državnega zbora,organization official holds position,2015-01-14,office president republic slovenia,functionary,organizer 2015 qatar handball championship,protocol,directly,gold-plated handball,value cannot determined non-expert assessment,official visit president national assembly,2015-01-14,['qatar'],['qatar'],2015,1,2015-01,['qatar']
2015-06-05,"Eko sklad, Slovenski okoljski javni sklad",državni organ/lokalna skupnost/nosilec javnih pooblastil,segrap d.o.o.,priložnostno,neposredno,450,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika državnega zbora,organization official holds position,2015-06-05,"eco fund, slovenian environmental public fund",state body/local community/holder public authority,segrap d.o.o.,occasional,directly,annual card 2015 wellness,value cannot determined non-expert assessment,official visit president national assembly,2015-06-05,[],[],2015,6,2015-06,[]
2015-06-05,"Eko sklad, Slovenski okoljski javni sklad",državni organ/lokalna skupnost/nosilec javnih pooblastil,segrap d.o.o.,priložnostno,neposredno,450,OSEBNA NESTROKOVNA OCENA,"OTVORITEV RAZSTAVE ""SČOPIČEM PO SLOVENIJI DO LJUBLJANE""",organization official holds position,2015-06-05,"eco fund, slovenian environmental public fund",state body/local community/holder public authority,segrap d.o.o.,occasional,directly,annual card 2015 wellness,personal non-professional assessment,"opening exhibition ""i travel slovenia ljubljana""",2015-06-05,[],[],2015,6,2015-06,[]
2022-08-09,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,Uradna oseba,"RECEP TAYYIP ERDOGAN, PREDSEDNIK TÜRKIYE",protokolarno,posredno,450,LAIČNA,PRILOŽNOSTNO,organization official holds position,2022-08-09,office president republic slovenia,official person,"recep tayyip erdogan, president turkey",protocol,indirectly,porcelain vase,lay,optional,2022-08-09,[],[],2022,8,2022-08,[]
2017-02-14,BANKA SLOVENIJE,funkcionar,guverner - Slovaška centralna banka,priložnostno,neposredno,428,lastna ocena,udeležba na mednarodnem dogodku,organization official holds position,2017-02-14,bank slovenia,functionary,governor - slovak central bank,occasional,directly,gold collector's coin - 275th anniversary maria theresa's coronation,assessment,participation international event,2017-02-14,[],[],2017,2,2017-02,[]
2014-01-17,OBČINA AJDOVŠČINA,državni organ/lokalna skupnost/nosilec javnih pooblastil,"farming turizem vidmar d.o.o., kovk 19/a",priložnostno,neposredno,400,osebna nestrokovna ocena,delovni obisk ministrice za obrambo rs andreje katič v ZDA,organization official holds position,2014-01-17,municipality ajdovščina,state body/local community/holder public authority,"farming tourism vidmar d.o.o., kovk 19/a",occasional,directly,"painting canvas ""table house, flower garden"", author črt frelih",personal non-professional assessment,working visit rs minister defense andreja katić usa,2014-01-17,[],[],2014,1,2014-01,[]
