Datum,Naziv,Prejemnik,Darovalec,Tip darila,Način izročitve,Vrednost,Način določitve vrednosti,Razlog za izročitev,Lastnik darila,Datum_EN,Naziv_EN,Prejemnik_EN,Darovalec_EN,Tip darila_EN,Način izročitve_EN
2020-09-21,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,predsednik mednarodnega olimpijskega komiteja gospod thomas bach,protokolarno,posredno,600,OSEBNA NESTROKOVNA OCENA,POGOVOR PRI SVETOVALKI PRS,Subjekta javnega sektorja (delodajalca),2020-09-21,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,President of the International Olympic Committee Mr. Thomas Bach,protocol,Indirectly
2015-05-05,"REPUBLIKA SLOVENIJA, MINISTRSTVO ZA DELO, DRUŽINO, SOCIALNE ZADEVE IN ENAKE MOŽNOSTI",funkcionar,MINISTRSTVO ZA ZVEZE IN MNOŽIČNE KOMUNIKACIJE RUSKE FEDERACIJE,protokolarno,neposredno,599,NA PODLAGI RAČUNA,NOVOLETNO DARILO,funkcionar,2015-05-05,"REPUBLIC OF SLOVENIA, MINISTRY OF LABOR, FAMILY, SOCIAL AFFAIRS AND EQUAL OPPORTUNITIES",functionary,MINISTRY OF RELATIONS AND MASS COMMUNICATIONS OF THE RUSSIAN FEDERATION,protocol,directly
2014-03-14,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,gimnazija franca miklošiča ljutomer,protokolarno,posredno,550,tržna vrednost,novoletni prazniki,funkcionar,2014-03-14,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,franca miklošič ljutomer high school,protocol,Indirectly
2014-03-31,MESTNA OBČINA LJUBLJANA,funkcionar,"SIEMENS D.O.O., Bratislavska 5, 1000 Ljubljana",protokolarno,neposredno,550,cena na trgu,Obdaritev ob zaključku leta,"organizacija, v kateri funkcionar opravlja funkcijo",2014-03-31,MUNICIPALITY OF LJUBLJANA,functionary,"SIEMENS D.O.O., Bratislavska 5, 1000 Ljubljana",protocol,directly
2020-07-03,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,Uradna oseba,"JANOS ADER, PREDSEDNIK MADŽARSKE",protokolarno,neposredno,550,PREVERJENA CENA NA TRGU,NOVOLETNO DARILO,lokalna skupnost,2020-07-03,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,Official person,"JANOS ADER, PRESIDENT OF HUNGARY",protocol,directly
2021-05-18,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,Uradna oseba,GUVERNER BANKE SLOVENIJE MAG. BOŠTJAN VASLE,protokolarno,neposredno,531,osebna nestrokovna ocena,"udeležba predsednika vrhovnega sodišča madžarske na 100-letnici vrhovnega sodišča RS, ljubljana","organizacija, v kateri funkcionar opravlja funkcijo",2021-05-18,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,Official person,GOVERNOR OF THE BANK OF SLOVENIA MAG. BOSTJAN VASLA,protocol,directly
2014-03-31,OBČINA ŠENTJUR,državni organ/lokalna skupnost/nosilec javnih pooblastil,občina požega (SRB),protokolarno,neposredno,510,osebna nestrokovna ocena,DRŽAVNIŠKI OBISK PRS V KRALJEVINI NORVEŠKI,država,2014-03-31,MUNICIPALITY OF ŠENTJUR,state body/local community/holder of public authority,požega municipality (SRB),protocol,directly
2014-03-12,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,veleposlanik republike azerbajdžan gospod GAlib israfilov,protokolarno,neposredno,500,osebna nestrokovna ocena,"uradni obisk MZZ dr. Cerarja v Združenih arabskih emiratih, 30.10.2019",država,2014-03-12,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"Ambassador of the Republic of Azerbaijan, Mr. GAlib Israfilov",protocol,directly
2014-03-12,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,minister za izredne razmere azerbajdžana gospod kamaladdin heydarov,protokolarno,neposredno,500,osebna nestrokovna ocena,"uradni obisk MZZ dr. Cerarja v Združenih arabskih emiratih, 30.10.2019",država,2014-03-12,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"Minister of Emergency Situations of Azerbaijan, Mr. Kamaladdin Heydarov",protocol,directly
2015-03-23,OBČINA ŠKOFJA LOKA,državni organ/lokalna skupnost/nosilec javnih pooblastil,"občina freising, Obere hauptstrasse 2, freising",protokolarno,neposredno,500,osebna nestrokovna ocena,"uradni obisk MZZ dr. Cerarja v Združenih Arabskih Emiratih, 30.10.2019",država,2015-03-23,MUNICIPALITY OF BISHOP LOKA,state body/local community/holder of public authority,"Municipality of Freising, Obere Hauptstrasse 2, Freising",protocol,directly
2019-06-07,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,PREDSEDNIK FINSKE sauli niniisto,protokolarno,neposredno,500,"NESTROKOVNA OCENA, PREGLED VREDNOSTI PODOBNIH IZDELKOV NA INTERNETU, OCENA GLEDE NA PODOBNA PREJETA DARILA V PRETEKLIH LETIH",Obisk politično-gospodarske in znanstveno-raziskovalne delegacije iz regije krasnojarsk in republike hakasije iz Rusije v Novem mestu v okviru sodelovanja s centrom biotehnike in turizma - grm novo mesto,lokalna skupnost,2019-06-07,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,PRESIDENT OF FINLAND sauli niniisto,protocol,directly
2021-08-25,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Uradna oseba,MINISTER ZA ZUNANJE ZADEVE MALTE BARTOLO,protokolarno,neposredno,500,CENA NAVEDENA NA KNJIGI,DARILO JE BILO DANO OB PODPISU ANEKSA ZA UPRAVLJANJE NRŠZ ZA NADALJNJIH 10 LET,"organizacija, v kateri funkcionar opravlja funkcijo",2021-08-25,STATE ASSEMBLY OF THE REPUBLIC OF SLOVENIA,Official person,MINISTER FOR FOREIGN AFFAIRS OF MALTA BARTOLO,protocol,directly
2022-09-22,POKRAJINSKI ARHIV V NOVI GORICI,Uradna oseba,"POKRAJINSKI ARHIV KOPER, ZGODOVINSKI ARHIV LJUBLJANA, ZGODOVINSKI ARHIV CELJE, ZGODOVINSKI ARHIV NA PTUJU, POKRAJINSKI ARHIV MARIBOR, ARHIV REPUBLIKE SLOVENIJE",protokolarno,neposredno,500,osebna nestrokovna ocena,uradni obisk prs v kraljevini norveški,država,2022-09-22,PROVINCIAL ARCHIVE IN NOVI GORIZA,Official person,"KOPER PROVINCIAL ARCHIVE, LJUBLJANA HISTORICAL ARCHIVE, CELJE HISTORICAL ARCHIVE, PTUJ HISTORICAL ARCHIVE, MARIBOR PROVINCIAL ARCHIVE, ARCHIVE OF THE REPUBLIC OF SLOVENIA",protocol,directly
2015-04-10,Ministrstvo za gospodarski razvoj in tehnologijo,državni organ/lokalna skupnost/nosilec javnih pooblastil,veleposlaništvo kitajske v RS,protokolarno,neposredno,499,izkustveno,70-letnica svz hrastovec,"organizacija, v kateri funkcionar opravlja funkcijo",2015-04-10,Ministry of Economic Development and Technology,state body/local community/holder of public authority,Embassy of China in RS,protocol,directly
2015-05-27,MINISTRSTVO ZA NOTRANJE ZADEVE,funkcionar,"ye hao, veleposlanik lr kitajske",protokolarno,neposredno,499,izkustveno,70-letnica svz hrastovec,"organizacija, v kateri funkcionar opravlja funkcijo",2015-05-27,MINISTRY OF INTERIOR AFFAIRS,functionary,"ye hao, ambassador of lr china",protocol,directly
2015-04-15,"MINISTRSTVO ZA KMETIJSTVO, GOZDARSTVO IN PREHRANO",funkcionar,veleposlanik lr kitajske v sloveniji g.ye hao,protokolarno,neposredno,464,ZNESEK NAVEDEN NA KNJIGI,Pozdravno srečanje DS Božiča v času njihovega obiska v Republiki Sloveniji,država,2015-04-15,"MINISTRY OF AGRICULTURE, FORESTRY AND FOOD",functionary,"Ambassador of China to Slovenia, Mr. Ye Hao",protocol,directly
2014-03-03,MESTNA OBČINA VELENJE,državni organ/lokalna skupnost/nosilec javnih pooblastil,"goran j. horvat, nizka 43, rečica ob savinji",priložnostno,neposredno,450,osebna nestrokovna ocena,uradni obisk predsednika državnega sveta v republiki poljski,funkcionar,2014-03-03,MUNICIPALITY OF VELENJE,state body/local community/holder of public authority,"goran j. crovat, low 43, rivulet next to Savinja",casually,directly
2014-03-14,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,monaški princ albert,priložnostno,neposredno,450,spletna stran,podpis dokumentov ob začetku projekta,"organizacija, v kateri funkcionar opravlja funkcijo",2014-03-14,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,Prince Albert of Monaco,casually,directly
2014-03-25,MINISTRSTVO ZA INFRASTRUKTURO IN PROSTOR,funkcionar,"fawaz a, al farah, predsednik dgca, kuvajt",protokolarno,neposredno,450,spletna stran,podpis dokumentov ob začetku projekta,"organizacija, v kateri funkcionar opravlja funkcijo",2014-03-25,MINISTRY OF INFRASTRUCTURE AND SPATIAL PLANNING,functionary,"fawaz a, al farah, dgca president, kuwait",protocol,directly
2015-01-14,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,ORGANIZATOR ROKOMETNEGA PRVENSTVA V KATARJU 2015,protokolarno,neposredno,450,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika državnega zbora,"organizacija, v kateri funkcionar opravlja funkcijo",2015-01-14,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,ORGANIZER OF THE 2015 QATAR HANDBALL CHAMPIONSHIP,protocol,directly
2015-06-05,"Eko sklad, Slovenski okoljski javni sklad",državni organ/lokalna skupnost/nosilec javnih pooblastil,segrap d.o.o.,priložnostno,neposredno,450,vrednosti z nestrokovno oceno ni mogoče določiti,uradni obisk predsednika državnega zbora,"organizacija, v kateri funkcionar opravlja funkcijo",2015-06-05,"Eco Fund, Slovenian Environmental Public Fund",state body/local community/holder of public authority,segrap d.o.o.,casually,directly
2015-06-05,"Eko sklad, Slovenski okoljski javni sklad",državni organ/lokalna skupnost/nosilec javnih pooblastil,segrap d.o.o.,priložnostno,neposredno,450,OSEBNA NESTROKOVNA OCENA,"OTVORITEV RAZSTAVE ""SČOPIČEM PO SLOVENIJI DO LJUBLJANE""","organizacija, v kateri funkcionar opravlja funkcijo",2015-06-05,"Eco Fund, Slovenian Environmental Public Fund",state body/local community/holder of public authority,segrap d.o.o.,casually,directly
2022-08-09,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,Uradna oseba,"RECEP TAYYIP ERDOGAN, PREDSEDNIK TÜRKIYE",protokolarno,posredno,450,LAIČNA,PRILOŽNOSTNO,"organizacija, v kateri funkcionar opravlja funkcijo",2022-08-09,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,Official person,"RECEP TAYYIP ERDOGAN, PRESIDENT OF TURKEY",protocol,Indirectly
2017-02-14,BANKA SLOVENIJE,funkcionar,guverner - Slovaška centralna banka,priložnostno,neposredno,428,lastna ocena,udeležba na mednarodnem dogodku,"organizacija, v kateri funkcionar opravlja funkcijo",2017-02-14,BANK OF SLOVENIA,functionary,Governor - Slovak Central Bank,casually,directly
2014-01-17,OBČINA AJDOVŠČINA,državni organ/lokalna skupnost/nosilec javnih pooblastil,"farming turizem vidmar d.o.o., kovk 19/a",priložnostno,neposredno,400,osebna nestrokovna ocena,delovni obisk ministrice za obrambo rs andreje katič v ZDA,"organizacija, v kateri funkcionar opravlja funkcijo",2014-01-17,MUNICIPALITY OF AJDOVŠČINA,state body/local community/holder of public authority,"farming tourism vidmar d.o.o., kovk 19/a",casually,directly
2014-03-13,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,predsednik madžarske republike janos ader,protokolarno,neposredno,400,vrednosti z nestrokovno oceno ni mogoče določiti,sprejem delegacije odbora ep za regionalni razvoj,"organizacija, v kateri funkcionar opravlja funkcijo",2014-03-13,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,President of the Republic of Hungary Janos Ader,protocol,directly
2015-01-13,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"ŠEJK ABDULLAH BIN MOHAMMED BIN SAUD AL THANI, PREDSEDNIK QATAR INVESTMENT AUTHORITY",protokolarno,neposredno,400,nestrokovna ocena,uradni obisk pv rs v republiki makedoniji,država,2015-01-13,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"SHEIKH ABDULLAH BIN MOHAMMED BIN SAUD AL THANI, CHAIRMAN OF THE QATAR INVESTMENT AUTHORITY",protocol,directly
2015-03-13,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,MINISTER ZA OBRAMBO REPUBLIKE AZERBAJDŽAN,protokolarno,neposredno,400,osebna nestrokovna ocena,zahvala za podporo zakonu o povračilu premoženjske škode iz 2. svetovne vojne,funkcionar,2015-03-13,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,MINISTER OF DEFENSE OF THE REPUBLIC OF AZERBAIJAN,protocol,directly
2015-04-20,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,veleposlanik lr kitajske v rs,priložnostno,neposredno,400,osebna nestrokovna ocena,zahvala za podporo zakonu o povračilu premoženjske škode iz 2. svetovne vojne,funkcionar,2015-04-20,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,Ambassador of the Republic of China to the Russian Federation,casually,directly
2015-10-21,USTAVNO SODIŠČE REPUBLIKE SLOVENIJE,funkcionar,"dr. jasna omejec, predsednica us r hrvaške",protokolarno,neposredno,400,osebna nestrokovna ocena,zahvala za podporo zakonu o povračilu premoženjske škode iz 2. svetovne vojne,funkcionar,2015-10-21,CONSTITUTIONAL COURT OF THE REPUBLIC OF SLOVENIA,functionary,"dr. jasna omejec, president of us r croatia",protocol,directly
2016-12-16,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"RECEP TAYYIP ERDOĞAN, PREDSEDNIK REPUBLIKE TURČIJE",protokolarno,neposredno,400,osebna nestrokovna ocena,zahvala za podporo zakonu o povračilu premoženjske škode iz 2. svetovne vojne,funkcionar,2016-12-16,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"RECEP TAYYIP ERDOĞAN, PRESIDENT OF THE REPUBLIC OF TURKEY",protocol,directly
2017-09-04,OBČINA RADOVLJICA,funkcionar,nikolaj mašukov,priložnostno,neposredno,400,osebna nestrokovna ocena,zahvala za podporo zakonu o povračilu premoženjske škode iz 2. svetovne vojne,funkcionar,2017-09-04,RADOVLJICA MUNICIPALITY,functionary,Nikolay Mashukov,casually,directly
2018-11-30,MESTNA OBČINA MURSKA SOBOTA,funkcionar,"yukio mori, poslovni partner iz japonske",priložnostno,neposredno,400,osebna nestrokovna ocena,zahvala za podporo zakonu o povračilu premoženjske škode iz 2. svetovne vojne,funkcionar,2018-11-30,MUNICIPALITY OF MURSK SABOTA,functionary,"yukio mori, business partner from Japan",casually,directly
2019-06-21,MESTNA OBČINA MURSKA SOBOTA,funkcionar,"peter schnell, nekdanji župan pobratenega mesta ingolstadt, nemčija",protokolarno,neposredno,400,osebna nestrokovna ocena,zahvala za podporo zakon,funkcionar,2019-06-21,MUNICIPALITY OF MURSK SABOTA,functionary,"peter schnell, former mayor of the twin city of ingolstadt, germany",protocol,directly
2021-03-17,DRŽAVNI ZBOR REPUBLIKE SLOVENIJE,Uradna oseba,predsednik nacionalnega sveta švicarske konfederacije andreas aebi,protokolarno,neposredno,400,osebna nestrokovna ocena,zahvala za podporo zakonu o povračilu premoženjske škode iz 2. svetovne vojne,funkcionar,2021-03-17,STATE ASSEMBLY OF THE REPUBLIC OF SLOVENIA,Official person,President of the National Council of the Swiss Confederation Andreas Aebi,protocol,directly
2021-06-01,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,Družinski član uradne osebe,"MARCELO REBELO DE SOUSA, PORTUGALSKI PREDSEDNIK",protokolarno,neposredno,400,osena nestrokovna ocena,zahvala za podporo zakonu o povračilu premoženjske škode iz 2. svetovne vojne,darilo je bilo vrnjeno obdarovalcu,2021-06-01,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,Family member of an official,"MARCELO REBELO DE SOUSA, PRESIDENT OF PORTUGAL",protocol,directly
2021-11-04,MINISTRSTVO ZA ZUNANJE ZADEVE,Uradna oseba,"mOHAMMED BIN ABDULRAHMAN AL-THANI, NAMESTNIK PREDSEDNIKA VLADE IN MINISTER ZA ZUNANJE ZADEVE KATARJA",protokolarno,neposredno,400,osebna nestrokovna ocena,zahvala za podporo zakonu o povračilu premoženjske škode iz 2. svetovne vojne,darilo je bilo vrnjeno obdarovalcu,2021-11-04,MINISTRY OF FOREIGN AFFAIRS,Official person,"mOHAMMED BIN ABDULRAHMAN AL-THANI, DEPUTY PRIME MINISTER AND MINISTER OF FOREIGN AFFAIRS OF QATAR",protocol,directly
2022-05-16,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,Uradna oseba,NJEGOVA VISOKOST EMIR DRŽAVE KATAR ŠEJK Tamim bin Mohamad Al-Thani,protokolarno,posredno,400,osebna nestrokovna ocena,zahvala za podporo zakonu o povračilu premoženjske škode iz 2. svetovne vojne,darilo je bilo vrnjeno obdarovalcu,2022-05-16,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,Official person,HIS HIGHNESS THE EMIR OF THE STATE OF QATAR SHEIKH Tamim bin Mohamad Al-Thani,protocol,Indirectly
2022-07-07,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,Uradna oseba,"LEON ZAKRAJŠEK, SLOVENSKI SLIKAR IN GRAFIK",priložnostno,posredno,400,osebna nestrokovna ocena,zahvala za podporo zakonu o povračilu premoženjske škode iz 2. svetovne vojne,darilo je bilo vrnjeno obdarovalcu,2022-07-07,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,Official person,"LEON ZAKRAJŠEK, SLOVENIAN PAINTER AND GRAPHIC ARTIST",casually,Indirectly
2021-06-04,Ministrstvo za gospodarski razvoj in tehnologijo,Uradna oseba,"DENIS MANTUROV, RUSKI MINISTER ZA TRGOVINO",protokolarno,neposredno,395,OSEBNA NESTROKOVNA OCENA,OBISK ŽUPANA V ISTANBULU,"organizacija, v kateri funkcionar opravlja funkcijo",2021-06-04,Ministry of Economic Development and Technology,Official person,"DENIS MANTUROV, RUSSIAN MINISTER OF TRADE",protocol,directly
2019-10-01,ZAVOD ZA ZDRAVSTVENO ZAVAROVANJE SLOVENIJE,državni organ/lokalna skupnost/nosilec javnih pooblastil,odvetniška pisarna Šafar,priložnostno,neposredno,393,OSEBNA NESTROKOVNA OCENA,"UDELEŽBA NA SLOVESNOSTI NA MOSTU LJUBEZNI, MIRU IN HARMONIJE",država,2019-10-01,HEALTH INSURANCE INSTITUTE OF SLOVENIA,state body/local community/holder of public authority,Šafar law office,casually,directly
2015-03-24,OBČINA LENDAVA - LENDVA KÖZSEG,funkcionar,"daihen corporation, japonska",protokolarno,neposredno,391,OSEBNA NESTROKOVNA OCENA,"UDELEŽBA NA SLOVESNOSTI NA MOSTU LJUBEZNI, MIRU IN HARMONIJE",država,2015-03-24,LENDAVA MUNICIPALITY - LENDVA KÖZSEG,functionary,"daihen corporation, japan",protocol,directly
2020-12-14,MINISTRSTVO ZA ZUNANJE ZADEVE,državni organ/lokalna skupnost/nosilec javnih pooblastil,NEW ERA PUBLICATIONS INTERNATIONAL,priložnostno,posredno,370,osebna nestrokovna ocena,bilateralne konzultacije ds štiglic v tallinnu,"organizacija, v kateri funkcionar opravlja funkcijo",2020-12-14,MINISTRY OF FOREIGN AFFAIRS,state body/local community/holder of public authority,NEW ERA PUBLICATIONS INTERNATIONAL,casually,Indirectly
2014-12-04,MESTNA OBČINA KRANJ,funkcionar,protim ržišnik perc,priložnostno,neposredno,370,preverjanje cene na trgu,poslovno darilo,"organizacija, v kateri funkcionar opravlja funkcijo",2014-12-04,MUNICIPALITY OF KRANJ,functionary,against rye perc,casually,directly
2018-10-25,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Ekaterina ZAHARIEVA, podpredsednica vlade za reformo pravosodja in ministrica za zunanje zadeve Republike Bolgarije",protokolarno,neposredno,360,osebna nestrokovna ocena,mešana gospodarska komisija Slo-črna gora,"organizacija, v kateri funkcionar opravlja funkcijo",2018-10-25,MINISTRY OF FOREIGN AFFAIRS,functionary,"Ekaterina ZAHARIEVA, Deputy Prime Minister for Justice Reform and Minister of Foreign Affairs of the Republic of Bulgaria",protocol,directly
2014-03-11,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,funkcionar,"Oguz Aydemir, predsednik turške fundacije TINA,Ali Riza Isipek, avtor razstave Piri Reis",priložnostno,neposredno,350,osebna nestrokovna ocena,protokolarni obisk,lokalna skupnost,2014-03-11,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,functionary,"Oguz Aydemir, president of the Turkish foundation TINA, Ali Riza Isipek, author of the Piri Reis exhibition",casually,directly
2015-01-13,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,DIREKTOR KLINIKE AL ATTAR,protokolarno,neposredno,350,cena navedena na knjigi,knjiga predana ob srečanju,"organizacija, v kateri funkcionar opravlja funkcijo",2015-01-13,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,DIRECTOR OF AL ATTAR CLINIC,protocol,directly
2015-03-30,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"RECEP TAYYIP ERDOĞAN, PREDSEDNIK REPUBLIKE TURČIJE",protokolarno,neposredno,350,osebna nestrokovna ocena,sprejem za zimske športnike,država,2015-03-30,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"RECEP TAYYIP ERDOĞAN, PRESIDENT OF THE REPUBLIC OF TURKEY",protocol,directly
2016-07-18,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,"GIORGI MARGVELASHVILI, PREDSEDNIK GRUZIJE",protokolarno,neposredno,350,Internet,Sestanek,"organizacija, v kateri funkcionar opravlja funkcijo",2016-07-18,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,"GIORGI MARGVELASHVILI, PRESIDENT OF GEORGIA",protocol,directly
2017-02-10,URAD PREDSEDNIKA REPUBLIKE SLOVENIJE,funkcionar,PR RF VLADIMIR PUTIN,protokolarno,neposredno,350,osebna nestrokovna ocena,sprejem delegacije regije orel v državnem svetu,"organizacija, v kateri funkcionar opravlja funkcijo",2017-02-10,OFFICE OF THE PRESIDENT OF THE REPUBLIC OF SLOVENIA,functionary,PR RF VLADIMIR PUTIN,protocol,directly
2019-01-30,KABINET PREDSEDNIKA VLADE REPUBLIKE SLOVENIJE,družinski član funkcionarja,ga. sophie habsburg,protokolarno,neposredno,350,OSEBNA NESTROKOVNA OCENA,SPREJEM V MESTNI HIŠI,"organizacija, v kateri funkcionar opravlja funkcijo",2019-01-30,CABINET OF THE PRESIDENT OF THE GOVERNMENT OF THE REPUBLIC OF SLOVENIA,family member of the official,Mrs. sophie habsburg,protocol,directly
2019-10-30,MINISTRSTVO ZA ZUNANJE ZADEVE,funkcionar,"Mansour bin ZAYED AL NAHYAN, podpredsednik vlade in minister za predsedniške zadeve Združenih arabskih emiratov",protokolarno,posredno,350,osebna,obisk delegacije pokrajine na mgrt,"organizacija, v kateri funkcionar opravlja funkcijo",2019-10-30,MINISTRY OF FOREIGN AFFAIRS,functionary,"Mansour bin ZAYED AL NAHYAN, Deputy Prime Minister and Minister of Presidential Affairs of the United Arab Emirates",protocol,Indirectly
